ProjectName,Scenario,Watershed,WeppID,TopazID,Landuse,Soil,Length (m),Hillslope Area (ha),Runoff (mm),Lateral Flow (mm),Baseflow (mm),Soil Loss (kg/ha),Sediment Deposition (kg/ha),Sediment Yield (kg/ha),Width (m),Slope,LanduseDesc,SoilDesc,Particle Class 1 Fraction,Particle Class 2 Fraction,Particle Class 3 Fraction,Particle Class 4 Fraction,Particle Class 5 Fraction,Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (kg/ha),Solub..React..P..kg.ha.3.,Particulate.P..kg.ha.3.,Total.P..kg.ha.3.
kam_mt,Mulch_Till,Kamiache_Creek,398,1763,202,68590,108.9226836,6.8,14.28382353,0.008823529,14.53823529,1.485294118,0,1.485294118,619.7056275,0.079052295,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.058,0.486,0.376,0.067,0.013,0.6568,0.975541176,,,
kam_mt,Mulch_Till,Kamiache_Creek,399,1772,202,68516,79.24905904,3.6,11.35,0.002777778,13.61388889,1,0,1,454.2640687,0.072302426,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.057,0.468,0.372,0.082,0.02,0.6366,0.6366,,,
kam_mt,Mulch_Till,Kamiache_Creek,400,1773,202,68590,55.47434133,2.5,19.224,0.024,14.72,3.2,0,3.2,454.2640687,0.12997217,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.495,0.379,0.056,0.011,0.6677,2.13664,,,
kam_mt,Mulch_Till,Kamiache_Creek,401,1782,202,68590,237.8867388,11.5,21.77652174,0.013913043,12.68434783,69.7826087,0,69.7826087,484.2640687,0.164781813,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.397,0.324,0.195,0.037,0.5412,37.76634783,,,
kam_mt,Mulch_Till,Kamiache_Creek,402,1783,202,68590,139.386761,6.8,20.61911765,0.022058824,12.70588235,1.161764706,0,1.161764706,484.2640687,0.137006035,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.057,0.485,0.374,0.071,0.013,0.6542,0.760026471,,,
kam_mt,Mulch_Till,Kamiache_Creek,403,1791,202,68590,181.1517569,7.4,18.34459459,0.010810811,12.8027027,0.378378378,0,0.378378378,407.3932334,0.089609812,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.447,0.355,0.122,0.023,0.6065,0.229486486,,,
kam_mt,Mulch_Till,Kamiache_Creek,404,1792,202,68590,151.1111564,9.6,22.50729167,0.021875,12.61041667,17.625,0,17.625,637.2792206,0.151631493,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.047,0.399,0.326,0.192,0.036,0.5438,9.584475,,,
kam_mt,Mulch_Till,Kamiache_Creek,405,1793,202,68590,62.13916713,4,21.1125,0.045,12.6175,1.2,0,1.2,637.2792206,0.120352407,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.057,0.485,0.374,0.071,0.013,0.6542,0.78504,,,
kam_mt,Mulch_Till,Kamiache_Creek,406,1802,202,68516,175.529004,10.1,15.92772277,0.003960396,12.03069307,12.23762376,0,12.23762376,574.2640687,0.116924938,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.046,0.377,0.317,0.21,0.051,0.5181,6.340312871,,,
kam_mt,Mulch_Till,Kamiache_Creek,407,1803,202,68590,220.9784782,12.7,19.07637795,0.007086614,12.55669291,3.299212598,0,3.299212598,574.2640687,0.118104889,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.049,0.417,0.337,0.165,0.031,0.5671,1.870983465,,,
kam_mt,Mulch_Till,Kamiache_Creek,408,1811,202,68590,190.9762879,6.5,17.18461538,0.007692308,12.87076923,0.061538462,0,0.061538462,339.30914,0.07062249,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.508,0.383,0.041,0.008,0.6829,0.042024615,,,
kam_mt,Mulch_Till,Kamiache_Creek,409,1812,202,68590,72.81156111,3.4,25.54411765,0.05,12.62352941,2.676470588,0,2.676470588,469.7056275,0.155698852,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.053,0.448,0.353,0.123,0.023,0.6069,1.62435,,,
kam_mt,Mulch_Till,Kamiache_Creek,410,1813,202,68590,40.23796798,1.9,17.68421053,0.036842105,12.72105263,1,0,1,469.7056275,0.13402976,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.508,0.383,0.041,0.008,0.6839,0.6839,,,
kam_mt,Mulch_Till,Kamiache_Creek,411,1822,202,68516,127.2792206,0.5,17.42,0,12.54,0.4,0,0.4,42.42640687,0.111962392,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.492,0.385,0.051,0.012,0.6675,0.267,,,
kam_mt,Mulch_Till,Kamiache_Creek,412,1823,202,68590,42.42640687,0.2,17.05,0.05,11.3,0.5,0,0.5,42.42640687,0.07778,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.049,0.009,0.6739,0.33695,,,
kam_mt,Mulch_Till,Kamiache_Creek,413,1832,202,68516,115.6016868,3.8,17.09473684,0.002631579,11.65789474,0.973684211,0,0.973684211,326.9848481,0.12800289,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.061,0.498,0.385,0.045,0.011,0.6745,0.65675,,,
kam_mt,Mulch_Till,Kamiache_Creek,414,1833,202,68590,159.6404246,5.2,19.73076923,0.009615385,12.6,0.653846154,0,0.653846154,326.9848481,0.113281449,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.048,0.009,0.6739,0.440626923,,,
kam_mt,Mulch_Till,Kamiache_Creek,415,1842,202,68590,206.9914648,14.2,18.46619718,0.007746479,12.83732394,0.922535211,0,0.922535211,686.9848481,0.12107301,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.509,0.383,0.04,0.008,0.6849,0.631844366,,,
kam_mt,Mulch_Till,Kamiache_Creek,416,1843,202,68590,94.32522446,6.5,19.24307692,0.015384615,12.51076923,0.769230769,0,0.769230769,686.9848481,0.114967661,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.049,0.009,0.6739,0.518384615,,,
kam_mt,Mulch_Till,Kamiache_Creek,417,1852,202,68590,109.766594,4.8,15.83333333,0.010416667,12.91041667,0.666666667,0,0.666666667,434.5584412,0.083330035,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.51,0.383,0.039,0.007,0.6859,0.457266667,,,
kam_mt,Mulch_Till,Kamiache_Creek,418,1853,202,68590,93.19805153,4,15.9725,0.0125,12.975,0.775,0,0.775,434.5584412,0.093065161,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.509,0.383,0.04,0.008,0.6849,0.5307975,,,
kam_mt,Mulch_Till,Kamiache_Creek,419,1861,202,68590,209.9073427,6.8,19.22941176,0.008823529,13.01617647,0.294117647,0,0.294117647,325.8580624,0.08380433,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.506,0.383,0.043,0.008,0.6809,0.200264706,,,
kam_mt,Mulch_Till,Kamiache_Creek,420,1862,202,68590,122.9012541,9.3,17.27956989,0.010752688,12.92903226,0.774193548,0,0.774193548,754.2640687,0.101135326,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.51,0.383,0.039,0.007,0.6859,0.531019355,,,
kam_mt,Mulch_Till,Kamiache_Creek,421,1863,202,68590,127.6741184,9.6,20.465625,0.0125,12.69895833,1.916666667,0,1.916666667,754.2640687,0.11811075,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.507,0.383,0.042,0.008,0.6819,1.306975,,,
kam_mt,Mulch_Till,Kamiache_Creek,422,1871,202,68590,213.9051289,6.8,16.87058824,0.005882353,12.95441176,0.735294118,0,0.735294118,319.7679286,0.084836803,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.51,0.383,0.039,0.007,0.6859,0.504338235,,,
kam_mt,Mulch_Till,Kamiache_Creek,423,1872,202,68590,105.9004114,10.1,21.34356436,0.017821782,12.6990099,0.475247525,0,0.475247525,951.8376618,0.144384145,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.502,0.383,0.047,0.009,0.6769,0.32169505,,,
kam_mt,Mulch_Till,Kamiache_Creek,424,1873,202,68590,92.66286,8.8,22.65909091,0.018181818,12.55795455,1.511363636,0,1.511363636,951.8376618,0.132879894,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.504,0.383,0.045,0.009,0.6789,1.026064773,,,
kam_mt,Mulch_Till,Kamiache_Creek,425,1882,202,68516,79.8571465,7.6,16.90263158,0.003947368,11.58552632,0.605263158,0,0.605263158,946.6904756,0.121141431,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.062,0.502,0.386,0.041,0.01,0.6798,0.411457895,,,
kam_mt,Mulch_Till,Kamiache_Creek,426,1883,202,68590,147.3554489,13.9,24.47553957,0.01294964,12.53381295,0.964028777,0,0.964028777,946.6904756,0.148724569,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.049,0.009,0.6739,0.649658993,,,
kam_mt,Mulch_Till,Kamiache_Creek,427,1891,202,68590,214.0532466,5.1,17.0372549,0.005882353,13.05490196,0.058823529,0,0.058823529,239.6599949,0.083365697,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.047,0.009,0.6749,0.0397,,,
kam_mt,Mulch_Till,Kamiache_Creek,428,1892,202,68590,20.58874503,0.4,16.275,0.05,11.55,0.25,0,0.25,174.8528137,0.0825,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.048,0.009,0.6739,0.168475,,,
kam_mt,Mulch_Till,Kamiache_Creek,429,1893,202,68590,25.73593129,0.5,18.34,0.06,11.38,0.6,0,0.6,174.8528137,0.14378,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.047,0.009,0.6749,0.40494,,,
kam_mt,Mulch_Till,Kamiache_Creek,430,1902,202,68590,82.5,1,19.33,0.02,12.77,0.3,0,0.3,120,0.135970188,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.047,0.009,0.6749,0.20247,,,
kam_mt,Mulch_Till,Kamiache_Creek,431,1903,202,68590,97.5,1.2,29.30833333,0.025,12.19166667,2.666666667,0,2.666666667,120,0.183797003,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.498,0.382,0.052,0.01,0.6716,1.790933333,,,
kam_mt,Mulch_Till,Kamiache_Creek,432,1911,202,68590,184.9563467,5.8,20.02931034,0.00862069,12.76206897,1.172413793,0,1.172413793,316.2908495,0.134239278,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.508,0.383,0.041,0.008,0.6829,0.800641379,,,
kam_mt,Mulch_Till,Kamiache_Creek,433,1912,202,68590,130.0540957,5.5,19.60545455,0.012727273,12.82545455,0.709090909,0,0.709090909,422.1320344,0.114814716,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.061,0.511,0.383,0.038,0.007,0.6869,0.487074545,,,
kam_mt,Mulch_Till,Kamiache_Creek,434,1913,202,68590,76.75323681,3.2,28.596875,0.028125,12.634375,4.125,0,4.125,422.1320344,0.166768854,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.498,0.383,0.05,0.01,0.6719,2.7715875,,,
kam_mt,Mulch_Till,Kamiache_Creek,435,1921,202,68590,195.3691586,5.2,18.12115385,0.007692308,12.83461538,0.480769231,0,0.480769231,267.1864914,0.10728563,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.502,0.383,0.047,0.009,0.6769,0.325432692,,,
kam_mt,Mulch_Till,Kamiache_Creek,436,1922,202,68590,22.53316572,0.5,17.26,0.06,11.42,0.6,0,0.6,199.7056275,0.144722432,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.40554,,,
kam_mt,Mulch_Till,Kamiache_Creek,437,1923,202,68590,112.6658286,2.2,29.62727273,0.018181818,12.74545455,1.818181818,0,1.818181818,199.7056275,0.171578654,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.503,0.383,0.046,0.009,0.6779,1.232545455,,,
kam_mt,Mulch_Till,Kamiache_Creek,438,1932,202,68516,115.535869,3.1,14.73548387,0.003225806,11.23548387,0.290322581,0,0.290322581,264.8528137,0.079826822,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.492,0.385,0.05,0.012,0.6675,0.193790323,,,
kam_mt,Mulch_Till,Kamiache_Creek,439,1933,202,68590,78.15661728,2.1,26.68571429,0.023809524,12.28571429,1,0,1,264.8528137,0.155864104,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.049,0.009,0.6739,0.6739,,,
kam_mt,Mulch_Till,Kamiache_Creek,440,1942,202,68590,205.6110396,10.5,17.68952381,0.006666667,12.82952381,0.266666667,0,0.266666667,512.1320344,0.104290545,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.18024,,,
kam_mt,Mulch_Till,Kamiache_Creek,441,1943,202,68555,54.4781387,2.8,16.17857143,0.057142857,13.94642857,1.071428571,0,1.071428571,512.1320344,0.162765729,Barley Fallow Int Precip MT 1,Mondovi silt loam (SIL),0.042,0.65,0.264,0.03,0.014,0.7712,0.826285714,,,
kam_mt,Mulch_Till,Kamiache_Creek,442,1951,202,68590,206.287937,6,19.84333333,0.006666667,12.87166667,0.383333333,0,0.383333333,292.3098698,0.109778445,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.503,0.383,0.046,0.009,0.6779,0.259861667,,,
kam_mt,Mulch_Till,Kamiache_Creek,443,1952,202,68516,119.5007728,5.5,21.58181818,0.003636364,11.18363636,0.454545455,0,0.454545455,459.411255,0.182680457,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.493,0.385,0.05,0.012,0.6685,0.303863636,,,
kam_mt,Mulch_Till,Kamiache_Creek,444,1953,202,68563,80.32019155,3.7,28.7,0.008108108,12.00810811,1.675675676,0,1.675675676,459.411255,0.161206753,Barley Fallow Int Precip MT 1,"Palouse silt loam, 7 to 25 percent slopes (SIL)",0.069,0.375,0.464,0.08,0.012,0.5832,0.977254054,,,
kam_mt,Mulch_Till,Kamiache_Creek,445,1961,202,68590,198.1310259,5.3,18.28301887,0.016981132,14.29622642,1.188679245,0,1.188679245,268.004467,0.094922987,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.803428302,,,
kam_mt,Mulch_Till,Kamiache_Creek,446,1962,202,68516,56.61904883,4,17.5625,0.03,12.335,0.8,0,0.8,699.411255,0.147079242,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.491,0.385,0.052,0.013,0.6665,0.5332,,,
kam_mt,Mulch_Till,Kamiache_Creek,447,1963,202,68570,167.2835534,11.7,26.8982906,0.003418803,12.11196581,1.487179487,0,1.487179487,699.411255,0.127399445,Barley Fallow Int Precip MT 1,"Palouse-Thatuna silt loams, 7 to 25 percent slopes (SIL)",0.069,0.376,0.465,0.079,0.012,0.5845,0.86925641,,,
kam_mt,Mulch_Till,Kamiache_Creek,448,1973,202,68590,450,2.7,21.65555556,0.003703704,12.52592593,1.555555556,0,1.555555556,60,0.118700416,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.06,0.503,0.383,0.046,0.009,0.6779,1.054511111,,,
kam_mt,Mulch_Till,Kamiache_Creek,449,1982,202,68516,69.78525097,3.9,15.91538462,0.020512821,12.76666667,1.153846154,0,1.153846154,554.5584412,0.129232552,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.491,0.385,0.051,0.012,0.6665,0.769038462,,,
kam_mt,Mulch_Till,Kamiache_Creek,450,1983,202,68590,61.67068691,3.4,29.75588235,0.108823529,12.71470588,1.323529412,0,1.323529412,554.5584412,0.167309705,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.048,0.009,0.6749,0.89325,,,
kam_mt,Mulch_Till,Kamiache_Creek,451,1991,202,68590,218.3499535,5.4,17.98703704,0.014814815,14.27037037,1.148148148,0,1.148148148,247.3094184,0.080750414,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.776033333,,,
kam_mt,Mulch_Till,Kamiache_Creek,452,1992,202,68516,73.65105206,3.3,16.7969697,0.021212121,12.8,0.757575758,0,0.757575758,452.1320344,0.126487043,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.06,0.49,0.385,0.052,0.013,0.6655,0.504166667,,,
kam_mt,Mulch_Till,Kamiache_Creek,453,1993,202,68590,27.86796564,1.3,23.93076923,0.176923077,12.43076923,1.307692308,0,1.307692308,452.1320344,0.1756,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.883869231,,,
kam_mt,Mulch_Till,Kamiache_Creek,454,2001,202,68590,214.3191482,5.3,21.05849057,0.018867925,13.56981132,1.264150943,0,1.264150943,247.761343,0.11247812,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.854439623,,,
kam_mt,Mulch_Till,Kamiache_Creek,455,2002,202,68590,32.73978921,0.6,16.6,0.066666667,15.13333333,1,0,1,192.4264069,0.070051072,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.6759,,,
kam_mt,Mulch_Till,Kamiache_Creek,456,2003,202,68590,79.51091666,1.5,29.94,0.106666667,13.02666667,1.466666667,0,1.466666667,192.4264069,0.215861086,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.048,0.009,0.6749,0.989853333,,,
kam_mt,Mulch_Till,Kamiache_Creek,457,2012,202,68590,119.4658952,5.1,17.8,0.029411765,14.14117647,1.294117647,0,1.294117647,429.411255,0.10166124,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.874694118,,,
kam_mt,Mulch_Till,Kamiache_Creek,458,2013,202,68590,102.698752,4.4,24.11818182,0.052272727,13.69090909,1.704545455,0,1.704545455,429.411255,0.142068983,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,1.152102273,,,
kam_mt,Mulch_Till,Kamiache_Creek,459,2021,202,68590,161.8540764,5.4,16.74814815,0.018518519,14.25925926,1.148148148,0,1.148148148,333.6338584,0.088558348,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.776033333,,,
kam_mt,Mulch_Till,Kamiache_Creek,460,2022,202,68590,125.6447806,8.2,19.15487805,0.034146341,13.88292683,1.573170732,0,1.573170732,651.8376618,0.123009402,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,1.063306098,,,
kam_mt,Mulch_Till,Kamiache_Creek,461,2023,202,68570,140.8326112,9.2,31.34130435,0.004347826,11.91521739,1.119565217,0,1.119565217,651.8376618,0.162185326,Barley Fallow Int Precip MT 1,"Palouse-Thatuna silt loams, 7 to 25 percent slopes (SIL)",0.069,0.38,0.464,0.075,0.011,0.5882,0.658528261,,,
kam_mt,Mulch_Till,Kamiache_Creek,462,2031,202,68570,269.9123489,5.4,26.88333333,0.001851852,12.19814815,1.185185185,0,1.185185185,200.0649478,0.125796037,Barley Fallow Int Precip MT 1,"Palouse-Thatuna silt loams, 7 to 25 percent slopes (SIL)",0.07,0.382,0.465,0.072,0.011,0.5915,0.701037037,,,
kam_mt,Mulch_Till,Kamiache_Creek,463,2032,202,68590,74.55844123,0.5,21.68,0.06,14.92,1.2,0,1.2,72.42640687,0.12699338,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.81108,,,
kam_mt,Mulch_Till,Kamiache_Creek,464,2033,202,68590,49.70562748,0.4,23.25,0.125,12.175,1.5,0,1.5,72.42640687,0.18,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,1.01385,,,
kam_mt,Mulch_Till,Kamiache_Creek,465,2041,202,68590,213.7707197,5.4,21.02222222,0.009259259,12.53518519,0.703703704,0,0.703703704,252.6070927,0.144206514,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.047,0.009,0.6749,0.47492963,,,
kam_mt,Mulch_Till,Kamiache_Creek,466,2042,202,68590,71.45183951,2.1,19.50952381,0.023809524,12.45714286,0.619047619,0,0.619047619,289.7056275,0.135130581,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.501,0.383,0.047,0.009,0.6749,0.417795238,,,
kam_mt,Mulch_Till,Kamiache_Creek,467,2043,202,68590,142.903679,4.1,24.06097561,0.012195122,12.60731707,1.268292683,0,1.268292683,289.7056275,0.14355517,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.5,0.383,0.048,0.009,0.6739,0.854702439,,,
kam_mt,Mulch_Till,Kamiache_Creek,468,2051,202,68590,184.8236012,5.3,18.75471698,0.009433962,12.66792453,0.773584906,0,0.773584906,287.3009705,0.12327862,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.054,0.453,0.358,0.114,0.021,0.6144,0.475290566,,,
kam_mt,Mulch_Till,Kamiache_Creek,469,2052,202,68590,68.82990642,4.2,20.70238095,0.04047619,12.72142857,0.523809524,0,0.523809524,614.5584412,0.159828992,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.058,0.485,0.372,0.071,0.014,0.6546,0.342885714,,,
kam_mt,Mulch_Till,Kamiache_Creek,470,2053,202,68590,80.54563517,5,25.794,0.05,12.682,1.42,0,1.42,614.5584412,0.186799136,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.495,0.379,0.057,0.011,0.6677,0.948134,,,
kam_mt,Mulch_Till,Kamiache_Creek,471,2072,202,68527,90,1.6,11.28125,0,13.05,1.1875,0,1.1875,180,0.115374947,Barley Fallow Int Precip MT 1,"Covello silt loam, drained (SIL)",0.045,0.554,0.298,0.075,0.027,0.6884,0.817475,,,
kam_mt,Mulch_Till,Kamiache_Creek,472,2073,202,68527,60,1.1,6.763636364,0,13.15454545,1.272727273,0,1.272727273,180,0.030820701,Barley Fallow Int Precip MT 1,"Covello silt loam, drained (SIL)",0.046,0.565,0.299,0.066,0.024,0.7007,0.8918,,,
kam_mt,Mulch_Till,Kamiache_Creek,473,2081,202,68590,202.58928,5.2,19.19423077,0.019230769,14.09807692,1.384615385,0,1.384615385,257.6641765,0.102967108,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.935861538,,,
kam_mt,Mulch_Till,Kamiache_Creek,474,2082,202,68590,117.8829232,20.9,18.984689,0.015789474,13.85406699,0.358851675,0,0.358851675,1771.248917,0.146622284,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.473,0.368,0.087,0.016,0.6394,0.229449761,,,
kam_mt,Mulch_Till,Kamiache_Creek,475,2083,202,68590,99.59074545,17.6,18.66193182,0.014204545,12.58181818,0.892045455,0,0.892045455,1771.248917,0.108928734,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.056,0.474,0.37,0.083,0.016,0.641,0.571801136,,,
kam_mt,Mulch_Till,Kamiache_Creek,476,2092,202,68516,139.4872943,6.5,11.87384615,0.001538462,13.67384615,1.276923077,0,1.276923077,464.5584412,0.096789834,Barley Fallow Int Precip MT 1,"Calouse silt loam, 7 to 25 percent slopes (SIL)",0.057,0.471,0.374,0.078,0.019,0.6402,0.817486154,,,
kam_mt,Mulch_Till,Kamiache_Creek,477,2093,202,2651360,172.4217943,8,20.9225,0.00875,14.4025,3.575,0,3.575,464.5584412,0.11343451,Barley Fallow Int Precip MT 1,"Athena silt loam, 0 to 8 percent slopes (SIL)",0.059,0.495,0.38,0.055,0.01,0.668,2.3881,,,
kam_mt,Mulch_Till,Kamiache_Creek,478,2102,202,68590,99.55080268,7.6,13.74605263,0.009210526,14.03684211,0.289473684,0,0.289473684,759.411255,0.078943592,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.051,0.43,0.348,0.144,0.027,0.5854,0.169457895,,,
kam_mt,Mulch_Till,Kamiache_Creek,479,2103,202,68590,105.4764457,8,21.34875,0.0175,12.68,1.1,0,1.1,759.411255,0.140645695,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.058,0.488,0.378,0.064,0.012,0.6594,0.72534,,,
kam_mt,Mulch_Till,Kamiache_Creek,480,2112,202,68590,63.63961031,0.3,17.06666667,0.033333333,11.33333333,0.666666667,0,0.666666667,42.42640687,0.17678,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.057,0.481,0.372,0.076,0.014,0.6496,0.433066667,,,
kam_mt,Mulch_Till,Kamiache_Creek,481,2121,202,68590,285.7433566,5.2,17.08461538,0.003846154,12.85576923,0.25,0,0.25,182.6814125,0.09232091,Barley Fallow Int Precip MT 1,"Athena silt loam, 7 to 25 percent slopes (SIL)",0.059,0.502,0.383,0.047,0.009,0.6759,0.168975,,,
